A	-0.764469564768173	-1.3853088072	1	0.772970724718004
B	1.31080429022378	-0.785797093643	1	-0.167333489334067
C	-0.575251801048439	1.14540423638	1	0.594173775365893
D	0.789850758676709	-0.785797093643	1	0.446417269812621
E	0.224348437317804	1.03820492508	1	2.27172024996657
F	-0.644790005127764	-1.25652676836	1	0.597371243541319
G	-0.0434971932478485	-0.787662180447	1	0.342977452365438
H	-0.184366864075796	-2.05355237841	1	-0.868325324095608
I	0.064435895782687	-0.245457234103	1	0.0956219312564834
J	-0.23720509536776	1.14277217712	1	0.617263280205422
